courseid,chapterid,sectionid,unitid,subunitid,-,topic,-,chapter,-,Cognitive level,-,description_of_topic,-
11,1,3,4,,,"Clusters, clouds; elastic provisioning",,Programs and Executions,,Understand,,,
11,1,3,5,,,Distributed systems with unbounded participants,,Programs and Executions,,Understand,,,
11,1,3,6,,,Emerging technologies such as quantum computing and molecular computing,,Programs and Executions,,Understand,,,
11,2,,,,,Communication,,Communication,,,,,
11,2,1,,,,Fundamentals: Media,,Communication,,Understand,,,
11,2,1,1,,,Varieties,,Communication,,Understand,,"channels (message passing or lO), Shared memory, heterogeneous, data stores",
11,2,1,2,,,"Reliance on the availability and nature of underlying hardware, connectivity, and protocols; language support, emulation",,Communication,,Understand,,,
11,2,2,,,,Fundamentals: Channels,,Communication,,Understand,,,
11,2,2,1,,,Explicit party‐to‐party communication; naming,,Communication,,Understand,,,
11,2,2,2,,,APIs,,Communication,,Understand,,"sockets, architectural and language‐based channel constructs",
11,2,3,,,,Fundamentals: Memory,,Communication,,Understand,,,
11,2,3,1,,,Architectures in which parties directly communicate only with memory at given addresses,,Communication,,Understand,,,
11,2,3,2,,,Consistency,,Communication,,Understand,,"Bitwise atomicity limits, coherence, local ordering",
11,2,3,3,,,"Memory hierarchies, locality",,Communication,,Understand,,"caches, latency, false‐sharing",
11,2,3,4,,,"Heterogeneous Memory using multiple memory stores, with explicit data transfer across them; ",,Communication,,Understand,,"for example, GPU local and shared memory, DMA",
11,2,3,5,,,"Multiple layers of sharing domains, scopes and caches",,Communication,,Understand,,,
11,2,4,,,,Fundamentals: Data Stores,,Communication,,Understand,,,
11,2,4,1,,,"Cooperatively maintained structured data implementing maps, sets, and related ADTs",,Communication,,Understand,,,
11,2,4,2,,,Varieties,,Communication,,Understand,,"Owned, shared, sharded, replicated, immutable, versioned",
11,2,5,,,,Programming with Communication,,Communication,,Create,,,
11,2,5,1,,,"Using channel, socket, and/or remote procedure APIs",,Communication,,Create,,,
11,2,5,2,,,Using shared memory constructs in a given language,,Communication,,Create,,,
11,2,6,,,,Properties and Extensions: Media,,Communication,,Understand,,,
11,2,6,1,,,Topologies,,Communication,,Understand,,"Unicast, Multicast, Mailboxes, Switches; Routing",
11,2,6,2,,,Concurrency properties,,Communication,,Understand,,"Ordering, consistency, idempotency, overlapping with computation",
11,2,6,3,,,Reliability,,Communication,,Understand,,transmission errors and drops.,
11,2,6,4,,,"Data tormats, marshaling",,Communication,,Understand,,,
11,2,6,5,,,Protocol design,,Communication,,Understand,,"progress guarantees, deadlocks",
11,2,6,6,,,Security,,Communication,,Understand,,"integrity, privacy, authentication, authorization.",
11,2,6,7,,,Performance Characteristics,,Communication,,Understand,,"Latency, Bandwidth (throughput), Contention (congestion), Responsiveness (liveness).",
11,2,6,8,,,Applications of Queuing Theory tmodel and predict performance,,Communication,,Understand,,,
11,2,7,,,,Properties and Extensions: Channels,,Communication,,Understand,,,
11,2,7,1,,,Policies,,Communication,,Understand,,"Endpoints, Sessions, Buffering, Saturation response (waiting vs dropping), Rate control",
11,2,7,2,,,Program control for sending (usually procedural) vs ceiving.(usually reactive or RPC-based),,Communication,,Understand,,,
11,2,7,3,,,"Formats, marshaling, validation, encryption, compresslon",,Communication,,Understand,,,
11,2,7,4,,,"Multiplexing and demultiplexing in contexts with many relatively slow Idevices or parties; completion-based and scheduler-based techniques; async-await, select and polling APls.",,Communication,,Understand,,,
11,2,7,5,,,Formalization and analysis;,,Communication,,Understand,,for example using CSP,
11,2,8,,,,Properties and Extensions: Memory,,Communication,,Understand,,,
11,2,8,1,,,Memory models: sequential and release/acquire consistency,,Communication,,Understand,,,
11,2,8,2,,,Memory management; including reclamation of shared data; reference counts and alternatives,,Communication,,Understand,,,
11,2,8,3,,,Bulk data placement and transfer; ,,Communication,,Understand,,reducing message traffic and improving locality; overlapping data transfer and computation; impact of data layout such as array-of-structs vs struct-of-arrays,
11,2,8,4,,,"Emulating shared memory: distributed shared memory, RDMA",,Communication,,Understand,,,
11,2,9,,,,Properties and Extensions: Data Stores,,Communication,,Understand,,,
11,2,9,1,,,Consistency,,Communication,,Understand,,"atomicity, linearizability, transactionality, coherence, causal ordering, conflict resolution, eventual consistency, blockchains,",
11,2,9,2,,,Faults and partial failures; voting; protocols such as Paxos and Raft ,,Communication,,Understand,,,
11,2,9,3,,,"Security and trust: Byzantine failures, proof of work and alternatives",,Communication,,Understand,,,
11,3,,,,,Coordination ,,Coordination ,,,,,
11,3,1,,,,Fundamentals: Dependent actions,,Coordination ,,Understand,,,
11,3,1,1,,,Execution control when one activity's initiation or progress depends on actions of others,,Coordination ,,Understand,,,
11,3,1,2,,,Completion-based,,Coordination ,,Understand,,"Barriers, joins",
11,3,1,3,,,Data-enabled,,Coordination ,,Understand,,Produce-Consumer designs,
11,3,1,4,,,Condition-based,,Coordination ,,Understand,,"Polling, retrying, backoffs, helping, suspension, queueing, signaling, timeouts",
11,3,1,5,,,Reactive,,Coordination ,,Understand,,enabling and triggering continuations,
11,3,2,,,,Fundamentals:Progress,,Coordination ,,Understand,,Progress,
11,3,2,1,,,Dependency cycles and deadlock; monotonicity of conditions,,Coordination ,,Understand,,,
11,3,3,,,,Fundamentals: Atomicity,,Coordination ,,Understand,,,
11,3,3,1,,,"Atomic instructions, enforced local access orderings",,Coordination ,,Understand,,,
11,3,3,2,,,Locks and mutual exclusion,,Coordination ,,Understand,,,
11,3,3,3,,,Deadlock avoidance,,Coordination ,,Understand,,"ordering, coarsening, randomized retries; encapsulation via lock managers",
11,3,3,4,,,Common errors,,Coordination ,,Understand,,"failing tlock or unlock when necessary, holding locks while invoking unknown operations, deadlock",
11,3,4,,,,Programming with coordination,,Coordination ,,Create,,,
11,3,4,1,,,Controlling termination,,Coordination ,,Create,,,
11,3,4,2,,,"Using locks, barriers, and other synchronizers in a given language; maintaining liveness without introducing races",,Coordination ,,Create,,,
11,3,4,3,,,Using transactional APIs in a given framework,,Coordination ,,Create,,,
11,3,5,,,,Properties and extensions: Progress,,Coordination ,,Understand,,,
11,3,5,1,,,"Properties including lock-free, wait-free, fairness, priority scheduling; interactions with consistency, reliability",,Coordination ,,Understand,,,
11,3,5,2,,,Performance,,Coordination ,,Understand,,"contention, granularity, convoying, scaling",
11,3,5,3,,,Non-blocking data structures and algorithms,,Coordination ,,Understand,,,
11,3,6,,,,Properties and extensions: Atomicity,,Coordination ,,Understand,,,
11,3,6,1,,,Ownership and resource control,,Coordination ,,Understand,,,
11,3,6,2,,,Lock variants,,Coordination ,,Understand,,"sequence locks, read‐write locks; reentrancy; tickets",
11,3,6,3,,,Transaction‐based control,,Coordination ,,Understand,,Optimistic and conservative,
11,3,6,4,,,Distributed locking,,Coordination ,,Understand,,reliability,
11,3,7,,,,Properties and extensions: Interaction with other forms of program control,,Coordination ,,Understand,,,
11,3,7,1,,,Alternatives tbarriers,,Coordination ,,Understand,,"Clocks; Counters, virtual clocks; Dataflow and continuations; Futures and RPC; Consensus-based, Gathering results with reducers and collectors",
11,3,7,2,,,"Speculation, selection, cancellation; observability and security consequences",,Coordination ,,Understand,,,
11,3,7,3,,,Resource-based,,Coordination ,,Understand,,Semaphores and condition variables,
11,3,7,4,,,Control flow,,Coordination ,,Understand,,"Scheduling computations, Series-parallel loops with (possibly elected) leaders, Pipelines and Streams, nested parallelism.",
11,3,7,5,,,"Exceptions and failures. Handlers, detection, timeouts, fault tolerance, voting ",,Coordination ,,Understand,,,
11,4,,,,,Software Engineering,,Software Engineering,,,,,
11,4,1,,,,"Safety, liveness and performance requirements",,Software Engineering,,Understand,,,
11,4,1,1,,,Temporal logic constructs texpress “always” and “eventually”,,Software Engineering,,Understand,,,
11,4,1,2,,,"Metrics for throughput, responsiveness, latency, availability, energy consumption, scalability, resource usage, communication costs, waiting and rate control, fairness; service level agreements ",,Software Engineering,,Understand,,,
11,4,2,,,,"Identifying, testing for, and repairing violations",,Software Engineering,,Evaluate,,,
11,4,2,1,,,Common forms of errors,,Software Engineering,,Evaluate,,"failure tensure necessary ordering (race errors), atomicity (including check‐then‐act errors), or termination (livelock).",
11,4,3,,,,Specification and Evaluation: Formal Specification,,Software Engineering,,Evaluate,,,
11,4,3,1,,,"Extensions of sequential requirements such as linearizability; protocol, session, and transactional specifications",,Software Engineering,,Evaluate,,,
11,4,3,2,,,"Use of tools such as UML, TLA, program logics",,Software Engineering,,Evaluate,,,
11,4,3,3,,,Security,,Software Engineering,,Evaluate,,"safety and liveness in the presence of hostile or buggy behaviors by other parties; required properties of communication mechanisms (for example lack of cross-layer leakage), input screening, rate limiting",
11,4,4,,,,Specification and Evaluation: Static Analysis,,Software Engineering,,Evaluate,,,
11,4,4,1,,,"For correctness, throughput, latency, resources, energy",,Software Engineering,,Evaluate,,,
11,4,4,2,,,"dag model analysis of algorithmic efficiency (work, span, critical paths)",,Software Engineering,,Evaluate,,,
11,4,5,,,,Specification and Evaluation: Empirical Evaluation,,Software Engineering,,Evaluate,,,
11,4,5,1,,,Testing and debugging,,Software Engineering,,Evaluate,,"tools such as race detectors, fuzzers, lock dependency checkers, unit/stress/torture tests, continuous integration, continuous deployment, and test generators",
11,4,5,2,,,Performance analysis and comparison,,Software Engineering,,Evaluate,,"Measuring and comparing throughput, overhead, waiting, contention, communication, data movement, locality, resource usage, behavior in the presence of tomany events, clients, threads. ",
11,4,6,,,,Application domain specific analyses and evaluation techniques,,Software Engineering,,Evaluate,,,
11,5,,,,,Algorithms and applications,,Algorithms and applications,,,,,
11,5,1,,,,Implementing concepts in given languages and frameworks,,Algorithms and applications,,Create,,"to initiate activities (for example threads), use shared memory constructs, and channel, socket, and/or remote procedure call APIs",
11,5,2,,,,Linear Algebra,,Algorithms and applications,,Create,,"Vector and Matrix operations, numerical precision/stability, applications in data analytics and machine learning",
11,5,3,,,,Data processing,,Algorithms and applications,,Create,,"sorting, searching and retrieval, concurrent data structures",
11,5,4,,,,"Graphs, search, and combinatorics",,Algorithms and applications,,Create,,"Marking, edge‐parallelization, bounding, speculation, network‐based analytics",
11,5,5,,,,Modeling and simulation,,Algorithms and applications,,Create,,"differential equations; randomization, N‐body problems, genetic algorithms",
11,5,6,,,,Logic,,Algorithms and applications,,Create,,"SAT, concurrent logic programming",
11,5,7,,,,Graphics and computational geometry,,Algorithms and applications,,Create,,"Transforms, rendering, ray‐tracing",
11,5,8,,,,Resource Management,,Algorithms and applications,,Create,,"Allocating, placing, recycling and scheduling processors, memory, channels, and hosts. Exclusive vs shared resources. Static, dynamic and elastic algorithms, Batching, prioritization, partitioning, decentralization via work‐ stealing and related techniques",
11,5,9,,,,Services,,Algorithms and applications,,Create,,"Implementing Web APIs, Electronic currency, transaction systems, multiplayer games",
